id	d0	d1	d2	v0	v1	v2	s0	s1	s2
NFUN965214	4	3	4	3	2	3	5	5	5
NFUY501204	2	2	2	2	1	2	4	4	4
NFYI581275	1	1	1	3	3	3	2	3	2
NGKA939146	3	3	2	3	3	2	2	3	2
NGKE747867	2	3	2	2	3	3	2	2	2
NGLD384605	2	1	2	2	3	3	3	3	3
NGSK800457	3	4	3	4	4	4	3	4	4
NHDE390249	2	4	4	4	4	3	4	4	3
NHDJ502234	4	4	3	4	3	3	4	5	4
NHDM562608	4	2	3	4	4	4	4	4	4
NHVR627156	4	3	3	0	3	1	1	3	1
NIDA951263	4	3	4	3	3	3	4	4	5
NILJ727813	3	3	3	4	4	3	3	3	3
NIOB710630	3	2	3	2	2	2	2	2	0
NISB480494	2	3	3	5	4	3	4	4	3
NITO890449	0	0	0	0	0	1	2	3	3
NIWA564180	0	0	0	2	0	0	2	3	2
NIXG775579	3	3	3	2	3	3	3	3	3
NIYB268287	4	4	3	3	3	3	1	2	2
NJEG630955	4	3	3	4	3	3	4	4	3
NJEP364705	3	2	2	2	2	2	1	1	2
NJKA432106	4	4	3	3	2	3	2	2	2
NJLD464714	5	4	5	5	5	4	4	4	5
NKNI381135	3	4	3	2	4	3	2	3	3
NKUC206245	2	2	2	3	4	3	3	3	4
NKXK970625	2	1	1	2	1	1	3	2	2
NLBK695164	3	3	4	4	4	4	4	4	4
NLEE396305	3	3	3	3	3	4	3	4	3
NLJB812952	0	0	0	0	0	0	0	0	0
NLLX879523	5	4	3	2	3	3	0	2	1
NLYV595651	3	2	2	2	2	3	2	2	2
NMGJ572924	3	3	1	3	2	4	3	4	4
NMKP153285	4	2	4	5	5	5	0	3	3
NMNQ620194	2	2	3	5	4	4	3	3	4
NMXC667910	3	2	2	4	4	4	3	3	4
NNAR226588	3	1	2	3	3	2	3	3	3
NNGL462072	0	0	0	1	0	0	1	1	1
NNLD960969	0	2	0	0	1	1	2	1	1
NOLN755165	4	3	2	3	2	4	3	4	4
NONK899925	4	3	3	4	3	3	3	4	3
NOOS863302	3	3	3	4	3	2	5	4	3
NOOX435995	3	0	3	0	0	0	2	2	2
NORR987262	3	4	3	2	1	0	2	2	3
NOVB189994	3	2	2	4	4	3	3	4	4
NPBU113462	2	0	0	3	2	2	3	3	2
NPRC507304	1	1	1	3	3	3	3	3	3
NPWN666922	4	3	3	3	3	3	3	3	3
NQDM356652	3	2	2	2	2	3	2	2	2
NQOB237869	4	3	4	1	4	4	1	1	4
NQPK157151	1	1	1	3	2	3	3	3	4
NQWM334020	2	0	2	4	4	3	4	4	4
NQWN774198	2	2	2	4	4	3	4	4	4
NRHN922761	3	3	1	3	3	3	4	4	4
NRJE479763	0	0	0	2	1	1	2	1	2
NRWH140092	3	5	5	4	4	4	3	2	3
NRZZ616617	4	2	3	3	3	3	1	1	3
NSRZ260514	5	1	5	2	1	1	1	1	1
NSYS643373	2	3	2	2	1	2	2	3	3
NTAZ284363	4	2	4	3	3	4	3	4	3
NTED717842	3	2	2	4	3	3	2	3	2
NTGY409395	2	1	3	3	3	3	3	3	3
NTHE668437	3	3	3	3	2	0	3	4	4
NTIY481103	0	0	0	1	2	2	1	0	0
NTMB810619	4	2	3	4	3	3	2	4	4
NTNQ958788	4	3	3	3	4	4	4	4	4
NTTY164905	2	3	1	4	2	2	3	4	3
NTWH434464	5	1	2	4	3	3	3	4	2
NUCS810964	4	4	3	1	2	4	2	2	1
NUPU189854	4	3	3	4	3	3	3	4	4
NUXT706440	5	1	5	2	2	2	2	2	2
NVED910742	1	0	0	3	3	2	2	2	1
NVIO438918	4	2	1	4	3	3	3	4	3
NVMM618028	3	2	3	4	3	3	5	4	4
NVMX357897	3	3	2	1	1	2	2	2	2
NVWY187923	4	4	4	5	4	5	5	5	5
NVZR158240	1	1	0	1	2	2	2	2	2
NWGP436122	5	3	4	3	4	4	3	4	4
NWMA543721	1	2	0	0	0	2	1	1	2
NWTW188457	3	4	3	4	2	2	3	4	3
NXAW683055	4	2	4	3	3	3	2	2	2
NXAX162696	4	4	3	2	2	2	3	2	2
NXGL120659	0	0	0	0	0	0	0	0	0
NXIC817039	3	4	3	5	3	3	4	4	4
NXJI370346	1	1	0	3	1	1	1	3	3
NXTE422596	4	1	0	3	3	0	1	1	3
NXTX330581	1	0	0	1	1	0	1	3	3
NYFJ527571	4	4	3	1	4	4	3	3	4
NYHA716370	4	3	3	4	3	3	4	4	4
NYJM961994	3	3	3	4	4	4	3	3	3
NYLL292612	3	4	2	3	4	3	4	3	3
NYUX472433	4	3	3	4	3	3	5	5	5
NYXB386214	4	2	2	3	4	2	3	2	2
NZFG426249	3	2	3	4	3	3	4	4	3
NZFW825595	1	1	0	2	2	3	2	1	3
NZHD750493	3	3	4	4	4	5	3	4	3
NZIM314089	4	3	3	0	4	4	1	1	0
NZIR167374	3	2	2	2	4	4	3	3	3
NZJE825974	3	4	4	4	2	5	3	4	4
NZOP820959	4	4	3	4	4	3	3	4	3
NZUR467753	0	0	0	1	1	0	1	2	3
NZZA813114	4	4	4	4	4	4	4	4	4
OAAN591194	0	0	3	0	0	0	0	0	0
OALO479894	4	4	3	4	3	4	4	4	4
OAYB108512	0	1	0	1	1	1	2	3	3
OBAA566236	3	2	3	4	4	4	4	4	4
OBDY788281	3	3	2	4	4	4	4	4	5
OBJD989391	3	3	4	2	2	0	2	3	1
OBVN630613	1	1	0	1	0	0	2	2	3
OBZF796413	1	2	0	2	2	3	1	2	2
OCDR510484	4	2	2	4	4	4	4	3	4
OCEU526388	4	1	4	4	4	4	4	4	3
OCIJ209615	1	0	0	4	2	1	3	3	3
OCLE497651	3	3	1	4	2	1	3	3	3
OCLM960086	4	3	3	4	3	3	4	4	4
OCNW573192	3	0	0	3	1	1	3	4	4
OCYA316928	4	3	4	3	3	3	4	4	4
ODFH793695	3	4	3	3	3	3	4	4	3
ODGM201282	1	1	1	2	2	1	1	1	2
ODJV616128	1	0	0	4	3	0	3	4	2
ODRJ773752	1	1	1	3	1	2	3	3	4
ODTD363591	5	4	3	1	4	5	4	4	4
ODTX325703	3	3	3	2	2	3	2	3	4
OEEO960891	3	2	4	2	4	3	2	4	1
OEFT483242	0	0	0	3	0	0	3	3	4
OEGA596272	5	4	5	5	4	3	2	4	4
OETC714869	4	3	2	4	3	2	2	3	3
OEUR109295	3	4	3	3	3	4	4	3	4
OEVQ662592	4	4	4	1	3	4	4	4	3
OFKU366517	4	5	4	5	5	4	4	4	4
OGAU311518	3	2	3	4	3	3	4	4	4
OGAV887211	3	1	1	4	1	2	4	5	4
OGDQ138463	4	1	2	2	2	1	1	2	4
OGJQ762348	2	3	1	3	2	2	2	3	3
OGNC257420	2	2	2	0	0	0	1	2	2
OGPK388617	3	2	2	4	3	3	4	3	3
OGRD503257	3	2	2	4	4	3	3	3	2
OGSC615643	3	3	3	3	3	3	3	3	3
OGVG181391	3	3	3	4	4	4	1	1	0
OHHM997868	4	3	0	0	0	0	0	4	4
OHQH578503	2	2	1	3	2	2	3	2	2
OICO188578	3	1	0	3	3	2	2	3	1
OILS937574	4	3	0	2	3	4	2	3	1
OIVV478270	3	3	3	4	4	1	5	5	5
OIWT724557	3	1	1	2	2	3	3	3	2
OIXI356812	5	4	4	5	5	5	3	5	4
OJCM197606	4	4	4	3	3	3	2	1	2
OJEY717274	3	1	2	3	3	3	3	3	3
OJPO131415	3	2	0	3	2	3	3	3	2
OJSW579912	0	1	0	3	1	1	1	2	2
OKEJ792696	3	4	4	5	5	5	4	5	5
OKVG579344	4	3	4	4	5	4	3	3	3
OLGR607375	3	2	1	1	2	2	1	1	1
OLPN595249	2	3	2	1	2	2	1	2	2
OLRF604497	3	3	2	4	3	3	3	3	4
OLYI573824	4	3	4	1	3	4	1	1	1
OMEO647198	3	3	3	3	3	3	3	3	3
OMIG300928	3	4	4	4	4	4	3	3	3
OMPF104340	3	3	3	4	3	4	4	4	4
OMRA217327	4	4	4	2	1	1	3	4	2
OMUT944758	5	3	4	4	5	5	4	4	4
OMVQ978790	1	0	0	2	1	0	4	1	1
ONUA699602	4	5	4	5	5	5	4	4	5
OOGS240947	3	3	2	4	3	3	3	4	3
OOMJ385099	2	2	3	3	4	1	4	4	3
OOWV159257	1	0	2	3	1	1	1	1	2
OOZM666559	4	1	4	3	3	4	3	3	3
OPFZ491952	2	1	0	3	3	3	3	4	1
OPLF815745	3	3	3	3	4	5	0	0	3
OPSH933942	2	0	0	2	2	2	2	2	2
OPYS255432	3	1	1	2	2	1	3	4	3
OQGH871495	2	1	3	3	3	2	3	3	3
OQHZ875134	2	1	1	1	4	3	1	3	4
OQJO373850	3	4	4	4	4	5	4	4	4
OQMI568412	3	3	3	4	3	3	4	3	3
OQOY174919	3	3	3	3	3	3	3	3	3
OQVH415703	3	2	1	1	3	4	2	4	3
OREP526983	3	2	4	4	4	4	4	3	4
ORHK794226	2	1	1	3	3	2	3	3	3
ORNV391215	3	4	4	3	4	5	3	3	3
OSEE762023	4	1	4	2	1	1	2	2	2
OSQI420244	3	4	4	5	5	5	3	3	4
OSQL343721	3	3	3	4	3	3	3	4	5
OTBP308738	4	1	1	4	3	4	0	1	4
OTCU115740	3	3	0	4	2	2	3	4	3
OTGQ746615	0	0	0	2	1	1	3	3	3
OTHU904536	3	0	1	5	3	3	1	4	3
OTMD973150	1	3	2	3	3	3	2	3	3
OUEU323520	3	2	2	3	5	2	1	1	3
OUFW627798	4	3	2	3	3	3	4	4	4
OUIH317457	1	0	0	5	4	1	3	4	3
OUJX134214	3	3	3	1	3	3	1	3	2
OUNP847318	3	2	3	3	4	4	3	3	3
OUQP790925	2	4	3	3	3	2	2	4	4
OUVN392790	4	4	3	3	4	4	2	3	3
OUXL527888	3	2	2	3	2	2	2	3	3
OVBD356753	3	3	3	3	3	3	3	3	3
OVDW557707	4	4	4	4	4	5	3	3	3
OVEZ767184	3	1	0	3	3	2	3	3	3
OVMX658770	3	3	2	3	2	3	3	3	4
OVPE679988	3	3	3	3	3	3	3	3	3
OVQQ390347	2	0	0	0	2	2	1	1	1
OVTL315738	3	4	4	3	3	3	3	4	3
OWCR880924	2	0	3	1	3	4	3	1	1
OWDV348424	1	1	1	3	3	3	3	3	3
OWER325621	3	4	4	4	4	4	4	3	4
OWLP782262	3	4	4	3	3	3	3	3	3
OWRH812888	4	3	3	4	4	3	0	0	4
OWVM641061	4	1	4	5	4	4	4	5	4
OWYR809682	3	2	2	4	5	5	4	4	3
OXAJ710251	2	0	0	3	3	1	2	2	2
OXDJ464895	4	3	1	3	2	0	1	1	0
OXTO483724	4	4	5	4	4	4	3	3	4
OYLZ153508	2	2	0	4	4	2	4	4	3
OZJZ400719	4	3	3	4	4	3	4	4	4
OZRT527204	3	5	2	4	4	4	2	3	3
OZYG179966	4	3	3	3	3	3	3	4	3
PADO117327	4	2	2	3	3	2	3	3	3
PAGV641208	3	1	1	0	0	0	0	1	1
PAXG531821	3	2	0	1	3	3	0	0	0
PAYH917857	4	4	4	4	4	4	3	3	4
PBAC869759	3	3	1	2	2	1	3	3	4
PBDY849013	4	3	3	4	4	1	3	3	2
PBEA332478	1	0	0	0	1	1	1	0	0
PBFA277919	4	3	0	4	3	3	4	4	3
PBQF792529	2	0	1	2	2	2	2	3	1
PBSA886873	3	3	3	4	3	3	3	4	4
PBSG788002	1	1	3	4	4	4	4	4	1
PCBT727416	2	0	0	3	2	4	2	3	1
PCEG936597	4	4	3	4	3	3	4	4	4
PCLE881492	1	2	0	4	3	3	2	4	3
PCVH603479	3	3	2	3	4	4	1	1	1
PDEU212959	3	2	2	2	2	1	2	2	3
PDGX843071	1	2	1	3	1	2	3	3	3
PDKE557829	3	1	1	4	3	2	2	2	4
PDQO520878	0	2	2	0	0	0	0	0	0
PEDJ835621	2	1	1	1	2	2	3	4	3
PEJE729002	4	3	4	3	4	3	4	4	4
PEJH916887	2	2	2	4	3	4	4	5	4
PENG744562	2	0	2	2	3	3	1	1	3
PESW651689	3	2	3	4	4	4	4	4	4
PEUW607811	3	0	0	1	1	0	1	2	1
PFIS146536	5	2	3	4	3	4	3	1	4
PFLB421065	4	4	4	2	3	3	4	3	3
PFNL774623	3	2	1	4	4	3	2	3	1
PFPY469781	3	2	1	0	1	3	2	2	2
PFTB930639	2	5	4	4	5	4	3	3	3
PFTX802837	4	3	2	4	4	4	3	2	2
PGKM633602	3	3	3	3	3	3	2	2	3
PGNE848549	2	1	1	3	2	2	1	3	2
PGZU491833	3	1	2	3	2	0	1	0	3
PHEG890741	1	2	1	2	1	1	1	1	2
PHSZ542537	0	0	0	3	0	1	3	3	4
PHVG581834	4	5	5	4	3	3	5	4	4
PHWF510796	1	2	0	3	2	1	1	2	2
PIEC949894	4	2	1	2	1	2	3	3	3
PIFO662376	3	2	1	4	4	3	3	3	3
PIIP292577	4	4	4	1	3	3	1	1	1
PIOV738524	1	1	2	2	1	2	2	2	2
PISR184556	2	2	3	4	3	2	4	4	3
PIYA110051	5	4	4	3	4	4	4	3	3
PJFY504261	3	0	0	2	1	1	3	3	3
PJRJ141622	3	0	0	3	1	2	2	3	4
PKAP638201	3	2	2	3	4	3	4	4	4
PKNV677814	1	1	1	4	3	1	1	3	1
PKPI783001	2	1	1	3	3	3	4	3	2
PLNJ642856	3	2	2	3	3	2	3	3	3
PLPL886931	1	3	2	2	1	1	2	2	2
PLWP130608	3	4	3	1	0	0	1	1	1
PLYB774569	3	3	3	5	5	4	4	5	3
PMFJ313004	0	1	0	3	0	2	3	3	3
PMKL107503	3	3	0	3	3	2	2	2	0
PMPF833597	3	3	3	3	3	3	4	4	4
PMTA417358	3	2	2	3	4	4	1	3	4
PMUR749977	5	2	4	4	4	3	4	5	5
PNBQ164866	4	3	2	4	3	4	0	3	1
PNCS521076	3	4	3	2	2	3	3	4	4
PNIE721296	4	3	3	4	4	4	4	4	4
PNRG827231	2	4	3	2	3	3	2	3	2
PNTB235719	4	2	2	4	3	3	0	2	3
PNUQ222673	4	2	2	3	3	3	1	2	3
POBT335883	3	3	2	3	3	3	3	4	4
POHV901474	4	1	1	3	1	1	1	2	2
POIA179215	4	4	4	0	0	0	0	0	0
POON933633	0	3	0	3	0	0	3	3	3
POQJ471669	0	2	0	3	3	1	3	1	3
POSR886075	5	4	3	3	5	5	1	3	3
PPUU956091	3	0	2	2	2	1	2	3	2
PQCP759049	3	3	3	4	3	3	4	4	4
PQIU909377	4	3	0	3	1	2	1	3	3
PQKR210051	3	4	4	4	4	4	2	3	2
PQTW581594	3	3	3	4	4	3	5	4	4
PQUO743709	4	4	4	3	1	2	3	4	2
PQXI976174	2	3	2	2	3	4	3	3	3
PQZD117154	4	1	3	3	2	3	4	4	3
PRDH647168	3	2	4	5	5	4	4	4	3
PRGB537871	4	2	4	4	4	4	3	3	2
PRHH441583	2	0	0	3	2	2	1	3	3
PROY232945	4	3	3	4	4	4	3	3	4
PSBI313252	0	0	0	2	4	4	0	2	1
PSRK130385	4	3	3	3	3	4	3	3	3
PSTJ493938	4	3	3	4	4	4	4	4	4
PSZK522526	3	3	2	4	3	2	4	4	1
PTCV113903	3	3	4	3	3	2	4	4	3
PTGY927531	2	0	0	4	4	3	3	3	3
PTKC623260	3	2	1	4	3	3	1	3	4
PTLG681638	3	3	2	3	4	3	4	3	3
PTRU522007	1	1	1	1	1	1	1	1	1
PTVN562165	3	3	3	4	4	4	4	4	4
PTVV718958	4	3	0	4	3	3	4	4	4
PTYT719800	3	2	1	3	2	1	2	2	2
PUCM817305	2	1	1	1	1	1	2	2	2
PUDK880772	3	5	3	5	4	4	3	4	2
PUEB302137	3	2	3	4	4	3	4	4	3
PUTF987980	3	3	3	4	4	4	3	4	4
PVAO129330	3	2	3	3	3	3	3	4	4
PVDD803301	3	3	0	0	0	0	3	1	3
PVDZ179955	2	1	2	3	2	2	5	4	3
PVHD795923	3	0	0	3	3	3	0	3	0
PVII332921	4	0	0	2	1	1	1	3	3
PVVF224978	4	4	4	1	4	4	3	3	3
PVWZ399954	4	3	2	2	1	2	0	1	2
PVXX562608	3	3	2	3	3	3	3	4	3
PWDU133777	2	1	2	3	3	2	3	3	3
PWHN174864	0	0	0	1	1	1	1	1	1
PWJT954886	4	1	3	4	3	2	3	2	4
PWJW540107	4	3	4	3	5	5	2	3	4
PWKB998707	2	2	1	3	3	3	1	3	2
PWVQ281377	4	2	2	4	4	4	3	3	3
PWXM417510	4	3	4	4	4	4	3	3	3
PXJD482818	1	1	1	3	3	3	3	3	3
PXOK349947	4	2	4	4	4	3	3	2	2
PXVF386321	3	1	1	4	3	2	4	4	4
PXXV574973	4	5	4	3	4	4	4	5	5
PXZV108004	3	2	3	4	4	5	2	4	3
PYDH928308	4	2	1	4	2	3	3	3	4
PYEP724804	4	2	3	3	3	3	2	4	4
PYNK328283	4	4	4	3	4	5	3	2	3
PYOH867900	4	4	3	4	3	5	4	4	3
PYZB871541	4	2	3	2	2	2	2	3	2
PZCJ208616	3	3	0	3	3	0	2	4	4
PZDX553250	1	2	2	0	0	0	1	1	0
PZER704100	1	1	1	1	1	1	1	1	1
PZFO449851	2	1	0	3	3	1	1	2	2
PZHE744403	1	1	4	4	4	1	4	4	4
QAHX456453	4	3	5	1	2	4	3	2	2
QAPT354996	3	3	1	2	3	3	3	3	3
QAVC438180	2	3	3	4	3	3	3	2	4
QBJE236105	3	0	0	2	1	0	1	2	3
QBQH651000	3	1	0	2	2	2	4	2	2
QBQK730806	3	4	4	5	3	3	4	4	4
QBTM195157	0	0	0	0	0	0	2	0	0
QCNF232258	3	4	3	3	4	4	3	0	3
QCRZ542836	4	5	5	4	4	4	3	3	4
QCTX214132	2	1	2	3	4	3	1	0	2
QDCX950781	3	2	2	4	3	3	3	3	3
QDLE584864	5	5	5	4	4	5	5	4	5
QDOS795139	4	4	4	4	4	4	4	4	4
QDQR556393	3	1	2	3	4	4	3	4	5
QDYR158744	4	2	0	4	3	3	3	4	4
QECL306896	1	0	0	1	1	1	3	3	1
QECW387696	5	4	4	4	4	4	4	4	3
QEGI692039	0	2	3	2	4	3	1	3	2
QEHB930422	3	3	2	4	2	1	4	4	2
QEJD786149	3	0	0	1	0	0	3	3	0
QESF266630	1	2	2	3	4	3	4	4	4
QESN492387	3	2	2	3	3	3	3	3	3
QFBV127168	3	2	3	4	3	1	2	4	3
QFEP128147	3	2	3	4	4	4	3	3	3
QFPB469552	0	0	0	0	0	0	0	0	0
QFRK964903	3	2	2	4	5	3	3	2	1
QFSU326087	1	1	2	3	5	3	2	2	2
QFTH557108	1	1	0	2	1	1	1	0	0
QFUS490818	4	2	1	4	4	3	3	3	2
QFVW157662	4	2	3	2	1	1	1	1	1
QGVG751055	3	4	3	4	4	4	3	3	4
QGZR236261	3	5	5	4	4	3	4	3	3
QHDP790176	4	5	5	4	4	5	4	4	4
QHGU366525	3	2	3	3	3	3	4	4	4
QHHF691733	1	1	1	3	1	0	3	3	4
QHMV140532	4	2	3	4	2	3	3	3	3
QHRP221668	4	2	1	4	4	3	4	4	4
QHSY140779	4	1	4	3	4	4	3	4	4
QHZL105480	3	0	0	2	2	3	0	2	2
QIAX641588	3	3	2	4	3	2	3	4	4
QIHS429402	2	0	0	2	2	2	1	2	1
QIIB703055	4	3	3	3	3	3	4	3	4
QIJW791905	2	3	3	4	2	3	3	4	3
QIKF519218	4	4	4	4	4	2	3	3	3
QINS793327	2	1	1	3	3	1	3	3	2
QIOH114360	3	3	4	5	3	3	4	4	4
QIPS219510	0	0	0	0	0	0	0	0	0
QIQH914461	2	2	2	1	2	2	2	1	2
QISS944469	4	3	3	4	4	4	3	4	4
QIUS639025	1	0	0	3	3	1	4	3	3
QJHV581871	3	3	3	2	3	3	1	1	0
QJWR813250	0	1	0	1	0	1	1	2	1
QJYS502903	0	0	0	1	1	1	0	0	0
QKAD151373	3	1	2	3	5	5	2	3	4
QKDI340257	4	2	2	4	3	3	4	4	4
QKPO811896	4	3	2	3	4	4	3	3	3
QLFC583592	1	1	0	2	1	2	1	4	3
QLKG963724	3	3	3	4	2	2	1	3	4
QLLA259278	4	2	3	3	4	4	2	3	2
QLUF497825	4	4	3	1	4	4	1	3	0
QMGJ740922	3	1	1	3	1	1	3	3	1
QMPS561294	3	2	1	3	1	2	4	4	4
QMQO963815	3	3	4	5	4	4	4	4	4
QMVK453554	5	3	4	3	5	5	2	3	4
QMWR407824	0	0	0	3	0	2	2	2	3
QMXF532006	5	5	5	5	5	5	5	5	5
QNUO506184	3	3	0	3	3	2	3	4	3
QOOK868180	1	5	3	4	5	4	2	2	4
QOQV213574	3	3	3	2	2	3	3	3	3
QPGF689913	3	2	1	3	2	2	4	4	2
QPMG314175	0	0	0	0	0	0	0	0	0
QPUD442842	3	2	2	1	3	3	3	2	2
QQBP629741	4	4	4	3	2	2	1	3	2
QQBT382064	0	0	0	0	0	0	0	0	0
QQDJ998811	1	0	0	3	2	2	3	3	3
QQKB107748	3	0	1	3	3	3	3	3	3
QQQJ499187	3	1	2	3	1	1	2	4	4
QQWJ716108	5	4	5	5	5	5	5	5	5
QRAR920494	3	2	2	2	2	3	1	2	3
QRCP689013	3	3	3	4	4	3	4	4	4
QRDU550359	4	4	4	5	4	3	4	4	3
QSEE991295	3	3	3	0	3	3	4	5	4
QSFX922701	1	0	0	3	3	3	3	4	3
QSMT339886	3	2	2	3	3	3	3	3	3
QSNS168131	3	0	1	3	2	1	3	3	3
QSOX956330	4	0	4	3	3	3	3	4	3
QSZH669297	4	4	4	4	4	4	3	3	3
QTBE709113	1	0	0	2	0	0	1	2	1
QTQW125769	0	1	1	2	3	3	0	0	1
QTRK906166	4	3	4	3	2	3	2	3	3
QTSZ411073	1	1	1	3	2	2	5	4	3
QTUA166506	4	3	1	4	4	3	1	3	2
QUCR933256	3	0	2	4	3	3	3	3	2
QUKD814174	3	2	2	3	3	3	1	1	2
QUNX504574	4	1	3	1	2	1	3	3	4
QUVB563550	1	0	0	3	2	0	2	3	2
QVAK890132	2	4	4	4	3	4	2	4	4
QVEN436807	3	2	0	0	2	3	1	1	1
QVFD776736	4	2	4	4	4	2	1	2	1
QVYG424511	3	1	2	1	3	3	1	1	2
QVYM496224	3	5	2	2	5	3	3	3	3
QWBD145712	1	1	1	2	3	2	2	2	2
QWBN405905	2	1	1	2	1	1	2	2	2
QWEV240440	4	2	2	4	3	3	4	4	4
QWGA743197	3	4	4	4	4	3	2	2	3
QWKL525693	3	2	5	3	4	5	4	4	4
QWNT427608	2	1	1	3	3	3	4	3	4
QWRI879367	3	0	0	2	3	2	2	3	2
QXCT545963	2	0	1	1	1	0	1	1	1
QXEO453733	2	2	2	3	3	3	4	4	4
QXHP622339	2	3	2	4	3	3	4	3	2
QXPA308309	4	2	2	4	3	3	3	3	4
QXRG800706	1	2	3	3	2	1	2	2	2
QXSR438468	4	2	3	4	4	3	4	4	4
QYBM747562	5	5	3	5	5	3	4	4	3
QYDZ934504	0	0	0	1	2	0	0	2	2
QYLU241149	5	5	5	1	3	5	4	4	2
QYMU345961	1	0	1	1	0	1	1	1	1
QYPT299195	4	2	1	4	4	3	2	2	3
QYQA287787	1	1	3	5	5	2	3	2	4
QYSI373759	3	2	2	3	2	2	3	4	4
QYWT477289	0	0	0	2	2	1	1	2	1
QYXS841893	3	2	3	3	3	3	4	4	4
QZHX931906	3	3	3	4	4	4	3	4	4
QZWO817853	4	3	4	4	4	3	4	4	4
RAIG711927	4	1	3	2	3	2	0	2	2
RASC568531	1	3	3	0	1	3	0	0	0
RAVU825345	4	4	3	4	3	3	3	4	3
RBDZ359355	5	3	4	2	4	4	4	3	3
RBIW897979	4	4	4	4	4	1	2	3	4
RBZC303636	3	3	2	3	4	4	2	3	3
RCCN268430	2	2	2	2	4	3	1	1	2
RCYD146551	1	0	0	2	2	1	2	2	3
RDBA294005	4	2	3	4	3	2	3	3	3
RDOE364502	4	5	4	3	5	4	3	2	3
RDWA171637	2	1	1	3	1	2	2	2	3
REBP606930	4	3	3	4	3	4	3	4	5
RECA676494	3	3	3	5	5	5	5	5	4
RFHC699844	3	2	3	2	4	2	1	1	4
RFHG892087	4	4	0	4	4	4	4	4	4
RFRC617043	3	2	2	4	4	4	1	2	2
RFUH753768	4	4	3	4	5	4	3	2	3
RFWZ855942	2	2	2	2	2	2	1	1	2
RGNV432867	5	2	2	4	4	2	3	4	4
RGUJ440475	3	0	1	0	2	1	4	4	3
RGYP171949	3	4	2	3	3	4	3	3	3
RGZQ391922	4	3	3	4	4	3	3	4	4
RHIC914304	2	1	1	4	2	3	3	4	4
RHIZ498852	2	2	2	2	1	2	2	1	3
RICL561583	3	3	3	4	3	3	4	4	5
RIGL626355	4	4	4	4	4	4	4	4	4
RIIB693279	2	2	2	0	1	0	0	1	1
RIND876722	0	1	0	2	1	1	1	3	1
RIRY254148	3	2	0	3	3	4	1	3	2
RIXA991860	3	1	1	3	3	3	3	4	3
RJCF641152	3	4	4	4	3	3	4	4	4
RJCV265477	3	2	0	3	3	2	0	3	3
RJPQ383257	4	2	4	4	3	3	2	4	4
RJRE212178	4	3	3	5	4	3	4	4	3
RJRQ601718	1	1	1	1	1	1	1	1	1
RKGC288500	2	1	1	3	3	2	3	3	2
RKPU195706	4	3	3	4	4	4	4	4	4
RKUT299854	3	3	3	3	3	3	3	3	3
RLDX817011	3	3	2	3	4	3	1	4	3
RLFV579326	3	3	3	4	4	4	3	4	3
RLJO383721	2	2	0	4	3	2	3	4	3
RLMD792695	2	2	2	2	2	2	2	3	3
RLWE544570	4	5	5	2	2	2	2	4	3
RMDF367518	3	1	0	2	2	2	2	2	2
RMNJ269853	2	3	2	3	2	4	3	3	3
RMWI351621	4	0	0	4	1	2	1	3	3
RNAA803547	4	3	3	3	3	2	0	3	3
RNJF834806	4	3	3	4	3	3	4	4	4
RNNX863056	5	5	5	5	5	5	5	5	5
ROHD693394	4	3	2	3	4	4	2	2	3
RONI140970	2	1	1	3	2	1	3	4	4
ROOY250244	3	3	2	4	4	3	4	3	4
ROTM676472	4	5	5	5	5	5	3	4	4
RPIG176245	3	3	2	3	4	4	2	3	3
RPKH263860	3	3	3	4	3	3	3	3	3
RPKV392602	5	2	0	4	2	4	1	2	2
RPTF625302	3	2	2	4	2	1	4	4	4
RQGF712821	4	3	4	3	4	3	0	1	1
RQUJ522681	0	0	2	0	0	0	0	0	0
RRCA429889	1	0	0	3	2	1	2	4	3
RRII993649	1	2	1	3	2	1	4	4	4
RRVW439722	0	0	0	0	0	0	0	0	0
RSFB632518	4	3	2	3	4	3	3	3	2
RSHD325990	2	0	0	3	1	2	4	3	3
RSJG848484	3	3	3	3	2	4	2	3	3
RSMT471225	3	3	2	3	3	3	4	4	4
RSOB775744	3	3	2	4	4	4	5	4	5
RTBR272901	4	3	3	4	3	4	4	3	4
RTEU989483	3	2	1	2	2	1	3	3	1
RTLS111848	3	1	2	2	2	2	3	3	2
RTUY919176	5	4	5	5	5	4	3	4	3
RTYM886878	2	0	0	1	2	3	3	3	3
RUAX641234	2	2	1	4	3	2	3	3	1
RUDU987298	4	0	0	4	2	4	3	3	0
RUJK444177	4	2	1	4	4	3	3	4	4
RUKW744018	3	3	3	4	5	5	3	4	3
RUNQ181830	4	2	2	4	4	3	1	3	3
RUUT253043	1	3	3	3	3	3	4	4	4
RUWU689297	3	3	4	3	4	4	3	3	1
RUYD750223	3	3	3	3	3	3	3	3	3
RVKD674338	0	0	0	0	0	0	0	0	0
RVKQ918035	1	1	0	3	2	2	2	2	3
RVKR580609	1	1	1	0	1	1	1	0	1
RVRL536236	4	3	3	4	4	4	3	3	3
RVUV515311	4	4	4	4	4	4	3	4	4
RVZD154803	4	4	4	4	4	3	4	4	4
RWER259261	2	3	4	2	2	3	0	2	3
RWMM248188	3	3	2	4	3	3	4	4	4
RWSM265014	2	0	0	2	3	4	0	3	3
